date,value
2007-11-30,195444
2007-11-30,131827
2007-11-30,145062
2007-11-30,371107
2007-11-30,227415
2007-11-30,240079
2007-11-30,93278
2007-11-30,140068
2007-11-30,265875.5545
2007-11-30,243334
2007-11-30,355581.4105
2007-11-30,355452.316
2007-11-30,277758.9842
2007-11-30,325212.3678
2007-11-30,275384.451
2007-11-30,327970.7099
2007-12-31,219191
2007-12-31,193742
2007-12-31,154542
2007-12-31,142452
2007-12-31,330216.9955
2007-12-31,131868
2007-12-31,141773
2007-12-31,176501
2007-12-31,224795
2007-12-31,170389
2007-12-31,175060.2727
2007-12-31,286278
2007-12-31,354513
2007-12-31,112259
2007-12-31,219519
2007-12-31,121832
2007-12-31,336391
2007-12-31,138091
2007-12-31,58464
2007-12-31,193849
2007-12-31,198496
2007-12-31,132109
2007-12-31,146842
2007-12-31,373469
2007-12-31,228960
2007-12-31,240056
2007-12-31,93520
2007-12-31,140301
2007-12-31,265902.7582
2007-12-31,244763
2007-12-31,353262.5137
2007-12-31,352831.9531
2007-12-31,275989.3131
2007-12-31,323013.5022
2007-12-31,273536.5471
2007-12-31,325390.3041
2008-01-31,220783
2008-01-31,193852
2008-01-31,155003
2008-01-31,142747
2008-01-31,330413.9651
2008-01-31,132078
2008-01-31,142101
2008-01-31,174871
2008-01-31,225982
2008-01-31,168187
2008-01-31,173594.6762
2008-01-31,287040
2008-01-31,353164
2008-01-31,112778
2008-01-31,220113
2008-01-31,121947
2008-01-31,340428
2008-01-31,136785
2008-01-31,58620
2008-01-31,195478
2008-01-31,200984
2008-01-31,132241
2008-01-31,146643
2008-01-31,376333
2008-01-31,230600
2008-01-31,238965
2008-01-31,93263
2008-01-31,140191
2008-01-31,265719.4639
2008-01-31,246286
2008-01-31,349825.1276
2008-01-31,349196.1859
2008-01-31,273473.182
2008-01-31,319642.2079
2008-01-31,270795.8186
2008-01-31,322052.358
2008-02-29,222009
2008-02-29,193707
2008-02-29,153946
2008-02-29,142984
2008-02-29,330974.8755
2008-02-29,132005
2008-02-29,142400
2008-02-29,173291
2008-02-29,227014
2008-02-29,167243
2008-02-29,172428.2033
2008-02-29,286865
2008-02-29,351956
2008-02-29,112531
2008-02-29,220396
2008-02-29,120916
2008-02-29,346413
2008-02-29,135386
2008-02-29,58712
2008-02-29,195581
2008-02-29,202889
2008-02-29,131929
2008-02-29,148517
2008-02-29,377153
2008-02-29,231165
2008-02-29,237645
2008-02-29,93208
2008-02-29,140101
2008-02-29,265333.6062
2008-02-29,247572
2008-02-29,346398.6231
2008-02-29,345707.2704
2008-02-29,270887.3421
2008-02-29,316508.008
2008-02-29,267993.4017
2008-02-29,319591.3389
2008-03-31,222485
2008-03-31,194189
2008-03-31,153334
2008-03-31,142991
2008-03-31,330984.8124
2008-03-31,131850
2008-03-31,142351
2008-03-31,171166
2008-03-31,226719
2008-03-31,166597
2008-03-31,171484.9339
2008-03-31,287349
2008-03-31,349401
2008-03-31,111615
2008-03-31,219649
2008-03-31,119330
2008-03-31,350997
2008-03-31,133637
2008-03-31,59177
2008-03-31,195771
2008-03-31,203389
2008-03-31,131855
2008-03-31,151243
2008-03-31,378782
2008-03-31,231823
2008-03-31,239183
2008-03-31,93121
2008-03-31,139911
2008-03-31,264801.6613
2008-03-31,248432
2008-03-31,343393.7628
2008-03-31,342632.4907
2008-03-31,268323.9375
2008-03-31,313583.9229
2008-03-31,265323.8239
2008-03-31,318655.2446
2008-04-30,221053
2008-04-30,193273
2008-04-30,153179
2008-04-30,142630
2008-04-30,331063.8421
2008-04-30,131702
2008-04-30,141981
2008-04-30,170503
2008-04-30,224026
2008-04-30,166889
2008-04-30,170932.5114
2008-04-30,286956
2008-04-30,345106
2008-04-30,111081
2008-04-30,218241
2008-04-30,119202
2008-04-30,352787
2008-04-30,133576
2008-04-30,59789
2008-04-30,194553
2008-04-30,202988
2008-04-30,131428
2008-04-30,154872
2008-04-30,380566
2008-04-30,229818
2008-04-30,240893
2008-04-30,93202
2008-04-30,139319
2008-04-30,264118.9141
2008-04-30,248465
2008-04-30,339844.1077
2008-04-30,339579.1506
2008-04-30,265856.9758
2008-04-30,310537.7665
2008-04-30,262823.7819
2008-04-30,315750.9825
2008-05-31,221028
2008-05-31,193154
2008-05-31,155780
2008-05-31,142258
2008-05-31,329576.5361
2008-05-31,131488
2008-05-31,141452
2008-05-31,169539
2008-05-31,222184
2008-05-31,166800
2008-05-31,170595.7589
2008-05-31,287219
2008-05-31,339825
2008-05-31,110845
2008-05-31,216747
2008-05-31,120180
2008-05-31,352903
2008-05-31,133163
2008-05-31,60546
2008-05-31,193433
2008-05-31,202323
2008-05-31,131727
2008-05-31,157092
2008-05-31,382832
2008-05-31,228629
2008-05-31,241861
2008-05-31,92848
2008-05-31,139248
2008-05-31,263177.8038
2008-05-31,247960
2008-05-31,335359.624
2008-05-31,335710.3054
2008-05-31,262896.5286
2008-05-31,306693.7656
2008-05-31,259740.1311
2008-05-31,311751.0118
2008-06-30,220484
2008-06-30,192355
2008-06-30,159005
2008-06-30,141846
2008-06-30,328049.4487
2008-06-30,131151
2008-06-30,140887
2008-06-30,168744
2008-06-30,221283
2008-06-30,165978
2008-06-30,170448.9479
2008-06-30,287109
2008-06-30,335564
2008-06-30,111027
2008-06-30,213532
2008-06-30,122584
2008-06-30,351743
2008-06-30,132785
2008-06-30,60942
2008-06-30,190664
2008-06-30,200115
2008-06-30,130564
2008-06-30,157321
2008-06-30,385883
2008-06-30,226912
2008-06-30,239892
2008-06-30,92836
2008-06-30,138965
2008-06-30,262126.3382
2008-06-30,246718
2008-06-30,330359.3295
2008-06-30,331213.4203
2008-06-30,259912.0668
2008-06-30,302543.031
2008-06-30,256492.9622
2008-06-30,306667.5267
2008-07-31,221684
2008-07-31,192306
2008-07-31,162312
2008-07-31,141547
2008-07-31,325420.9476
2008-07-31,130547
2008-07-31,139908
2008-07-31,167763
2008-07-31,223388
2008-07-31,164726
2008-07-31,171003.9739
2008-07-31,285504
2008-07-31,334031
2008-07-31,110632
2008-07-31,209342
2008-07-31,123261
2008-07-31,353825
2008-07-31,132099
2008-07-31,60994
2008-07-31,188713
2008-07-31,197911
2008-07-31,129438
2008-07-31,156322
2008-07-31,386172
2008-07-31,227810
2008-07-31,238298
2008-07-31,92729
2008-07-31,139153
2008-07-31,260821.0458
2008-07-31,245617
2008-07-31,326424.3685
2008-07-31,327449.1395
2008-07-31,257121.3792
2008-07-31,298880.1964
2008-07-31,253515.8802
2008-07-31,303275.5717
2008-08-31,221310
2008-08-31,192752
2008-08-31,164058
2008-08-31,141962
2008-08-31,323609.8957
2008-08-31,130054
2008-08-31,138827
2008-08-31,166841
2008-08-31,224637
2008-08-31,163521
2008-08-31,171039.4315
2008-08-31,285173
2008-08-31,330267
2008-08-31,110240
2008-08-31,203744
2008-08-31,123570
2008-08-31,352158
2008-08-31,131573
2008-08-31,60852
2008-08-31,186238
2008-08-31,195430
2008-08-31,128115
2008-08-31,154234
2008-08-31,383520
2008-08-31,227748
2008-08-31,235226
2008-08-31,92517
2008-08-31,138561
2008-08-31,259779.2682
2008-08-31,243893
2008-08-31,322935.2579
2008-08-31,323831.8835
2008-08-31,254660.6106
2008-08-31,295687.7216
2008-08-31,250806.4084
2008-08-31,299935.3369
2008-09-30,221228
2008-09-30,192929
2008-09-30,163041
2008-09-30,142253
2008-09-30,322043.8143
2008-09-30,129447
2008-09-30,137710
2008-09-30,165626
2008-09-30,224109
2008-09-30,161625
2008-09-30,171054.9579
2008-09-30,284215
2008-09-30,326767
2008-09-30,109719
2008-09-30,199903
2008-09-30,123633
2008-09-30,350101
2008-09-30,130734
2008-09-30,60818
2008-09-30,184684
2008-09-30,194717
2008-09-30,127087
2008-09-30,152266
2008-09-30,378941
2008-09-30,226928
2008-09-30,232103
2008-09-30,92489
2008-09-30,138012
2008-09-30,259005.2336
2008-09-30,242544
2008-09-30,319020.3078
2008-09-30,320322.4452
2008-09-30,251743.0511
2008-09-30,292325.8773
2008-09-30,247648.8476
2008-09-30,296537.5253
2008-10-31,220771
2008-10-31,193158
2008-10-31,160683
2008-10-31,142181
2008-10-31,319558.7608
2008-10-31,128783
2008-10-31,136626
2008-10-31,164750
2008-10-31,221797
2008-10-31,160214
2008-10-31,170093.1731
2008-10-31,286337
2008-10-31,324565
2008-10-31,90480
2008-10-31,109538
2008-10-31,196029
2008-10-31,125094
2008-10-31,343177
2008-10-31,130021
2008-10-31,60822
2008-10-31,184019
2008-10-31,192703
2008-10-31,126006
2008-10-31,150779
2008-10-31,373655
2008-10-31,225199
2008-10-31,229597
2008-10-31,91885
2008-10-31,136576
2008-10-31,258005.0237
2008-10-31,240714
2008-10-31,314868.6301
2008-10-31,316299.9007
2008-10-31,249077.3371
2008-10-31,289100.5961
2008-10-31,244548.8295
2008-10-31,293125.2975
2008-11-30,220347
2008-11-30,191628
2008-11-30,157608
2008-11-30,141432
2008-11-30,315679.0191
2008-11-30,128083
2008-11-30,135676
2008-11-30,163869
2008-11-30,219419
2008-11-30,159263
2008-11-30,169647.2387
2008-11-30,284761
2008-11-30,323002
2008-11-30,90459
2008-11-30,108902
2008-11-30,193909
2008-11-30,125477
2008-11-30,337888
2008-11-30,129225
2008-11-30,60683
2008-11-30,183843
2008-11-30,190276
2008-11-30,124901
2008-11-30,150099
2008-11-30,368696
2008-11-30,223707
2008-11-30,227624
2008-11-30,91380
2008-11-30,135167
2008-11-30,256798.4989
2008-11-30,239177
2008-11-30,310809.0671
2008-11-30,312513.4417
2008-11-30,246360.7987
2008-11-30,285945.2301
2008-11-30,241454.9332
2008-11-30,289902.0694
2008-12-31,219776
2008-12-31,189779
2008-12-31,156438
2008-12-31,140432
2008-12-31,311370.3258
2008-12-31,127405
2008-12-31,134659
2008-12-31,163048
2008-12-31,218278
2008-12-31,157879
2008-12-31,169465.1697
2008-12-31,283496
2008-12-31,320684
2008-12-31,91165
2008-12-31,108271
2008-12-31,192089
2008-12-31,125388
2008-12-31,332676
2008-12-31,128607
2008-12-31,60376
2008-12-31,183523
2008-12-31,187607
2008-12-31,124007
2008-12-31,149972
2008-12-31,365117
2008-12-31,222299
2008-12-31,226166
2008-12-31,90142
2008-12-31,133328
2008-12-31,254952.5258
2008-12-31,237383
2008-12-31,305932.1117
2008-12-31,307485.3147
2008-12-31,242850.3563
2008-12-31,281913.1523
2008-12-31,237583.8814
2008-12-31,285157.328
2009-01-31,215514.4742
2009-01-31,203722.8706
2009-01-31,156360
2009-01-31,174764.563
2009-01-31,311486.024
2009-01-31,145646.86
2009-01-31,128743.7242
2009-01-31,193044.4007
2009-01-31,218894
2009-01-31,154968
2009-01-31,169473.6897
2009-01-31,278198
2009-01-31,102201
2009-01-31,318390
2009-01-31,92694
2009-01-31,107083
2009-01-31,203447.957
2009-01-31,124760
2009-01-31,303012.1382
2009-01-31,153700.6557
2009-01-31,60210
2009-01-31,178276.2728
2009-01-31,185506
2009-01-31,122526
2009-01-31,149794
2009-01-31,315326.398
2009-01-31,221545.048
2009-01-31,223047
2009-01-31,89663
2009-01-31,149816.5234
2009-01-31,254125.1041
2009-01-31,231138.5816
2009-01-31,300963.5637
2009-01-31,302279.6129
2009-01-31,238578.468
2009-01-31,277403.4629
2009-01-31,233160.8718
2009-01-31,280819.9719
2009-02-28,215324.9318
2009-02-28,204322.2385
2009-02-28,157123
2009-02-28,174402.0745
2009-02-28,313775.7549
2009-02-28,145604.2408
2009-02-28,128984.3205
2009-02-28,192840.2041
2009-02-28,218925
2009-02-28,151906
2009-02-28,169106.9806
2009-02-28,276017
2009-02-28,102055
2009-02-28,315731
2009-02-28,94503
2009-02-28,106731
2009-02-28,202691.8798
2009-02-28,125035
2009-02-28,302348.5851
2009-02-28,153499.325
2009-02-28,60212
2009-02-28,178827.6941
2009-02-28,184160
2009-02-28,121485
2009-02-28,149192
2009-02-28,314471.2206
2009-02-28,221260.518
2009-02-28,221356
2009-02-28,89230
2009-02-28,149767.151
2009-02-28,253407.8408
2009-02-28,230467.6688
2009-02-28,296715.0964
2009-02-28,298016.2348
2009-02-28,235128.7608
2009-02-28,273725.4115
2009-02-28,229492.9128
2009-02-28,276873.4057
2009-02-28,257771.0005
2009-03-31,214869.9914
2009-03-31,203933.1791
2009-03-31,157205
2009-03-31,173595.3433
2009-03-31,316026.1431
2009-03-31,145491.1691
2009-03-31,128887.8859
2009-03-31,191959.0627
2009-03-31,218809
2009-03-31,152253
2009-03-31,169005.0535
2009-03-31,273402
2009-03-31,101645
2009-03-31,283576.2462
2009-03-31,95600
2009-03-31,105920
2009-03-31,202270.7699
2009-03-31,125404
2009-03-31,302117.6842
2009-03-31,153413.0718
2009-03-31,60125
2009-03-31,178254.4273
2009-03-31,183210
2009-03-31,119925
2009-03-31,148211
2009-03-31,313297.0866
2009-03-31,220658.8678
2009-03-31,218855
2009-03-31,88849
2009-03-31,149451.0941
2009-03-31,252711.2342
2009-03-31,229495.977
2009-03-31,293360.8832
2009-03-31,294640.6943
2009-03-31,232492.0161
2009-03-31,270926.1052
2009-03-31,226630.0962
2009-03-31,274436.3639
2009-03-31,254802.1242
2009-04-30,213838.3463
2009-04-30,203767.8933
2009-04-30,156519
2009-04-30,172049.5662
2009-04-30,316004.306
2009-04-30,145079.8836
2009-04-30,128408.8459
2009-04-30,190150.4648
2009-04-30,218080
2009-04-30,152339
2009-04-30,168765.0835
2009-04-30,272293
2009-04-30,101420
2009-04-30,281782.9309
2009-04-30,95727
2009-04-30,105401
2009-04-30,201066.2677
2009-04-30,124740
2009-04-30,301854.3177
2009-04-30,152907.2732
2009-04-30,59781
2009-04-30,177400.1506
2009-04-30,182760
2009-04-30,118920
2009-04-30,147038
2009-04-30,311182.5464
2009-04-30,219125.9707
2009-04-30,218089
2009-04-30,88156
2009-04-30,148653.3663
2009-04-30,251081.2652
2009-04-30,227702.1482
2009-04-30,289564.3589
2009-04-30,291058.6999
2009-04-30,229534.2492
2009-04-30,268061.1037
2009-04-30,223686.1509
2009-04-30,271440.6547
2009-04-30,251671.6311
2009-05-31,212021.3164
2009-05-31,202834.8488
2009-05-31,154934
2009-05-31,170374.5664
2009-05-31,314119.9844
2009-05-31,144399.2936
2009-05-31,127349.5401
2009-05-31,187909.5816
2009-05-31,217613
2009-05-31,153018
2009-05-31,168847.1603
2009-05-31,269631
2009-05-31,100739
2009-05-31,280175.813
2009-05-31,95309
2009-05-31,104879
2009-05-31,199494.1889
2009-05-31,124168
2009-05-31,300462.5793
2009-05-31,152278.2067
2009-05-31,59196
2009-05-31,175734.6089
2009-05-31,181544
2009-05-31,117426
2009-05-31,145726
2009-05-31,308040.3435
2009-05-31,217068.2749
2009-05-31,217019
2009-05-31,87512
2009-05-31,147219.9956
2009-05-31,249241.4995
2009-05-31,225825.0871
2009-05-31,285480.1335
2009-05-31,286924.3944
2009-05-31,226099.4934
2009-05-31,264989.1969
2009-05-31,220322.0039
2009-05-31,268731.1124
2009-05-31,248906.6004
2009-06-30,209832.3387
2009-06-30,201476.7064
2009-06-30,151416
2009-06-30,168431.6954
2009-06-30,311486.3504
2009-06-30,143383.9354
2009-06-30,125881.477
2009-06-30,186005.6312
2009-06-30,216404
2009-06-30,151325
2009-06-30,168283.762
2009-06-30,268118
2009-06-30,100541
2009-06-30,276829.5133
2009-06-30,94548
2009-06-30,104345
2009-06-30,197524.7199
2009-06-30,123627
2009-06-30,297999.5027
2009-06-30,151289.9954
2009-06-30,58809
2009-06-30,174167.8285
2009-06-30,180414
2009-06-30,116993
2009-06-30,144324
2009-06-30,304784.2728
2009-06-30,214888.8511
2009-06-30,215929
2009-06-30,87042
2009-06-30,145887.18
2009-06-30,247054.5335
2009-06-30,223986.3563
2009-06-30,281516.7481
2009-06-30,283021.1631
2009-06-30,222491.2014
2009-06-30,261459.053
2009-06-30,217174.5713
2009-06-30,266077.5505
2009-06-30,246438.3516
2009-07-31,206943.6585
2009-07-31,199832.5215
2009-07-31,148896
2009-07-31,166908.5176
2009-07-31,307689.5856
2009-07-31,142407.4168
2009-07-31,124251.8425
2009-07-31,184600.5649
2009-07-31,214303
2009-07-31,150060
2009-07-31,168035.5709
2009-07-31,268015
2009-07-31,99605
2009-07-31,273792.1125
2009-07-31,93926
2009-07-31,104115
2009-07-31,195895.4445
2009-07-31,125156
2009-07-31,293839.6632
2009-07-31,150177.0684
2009-07-31,58638
2009-07-31,172119.5427
2009-07-31,178723
2009-07-31,115705
2009-07-31,142638
2009-07-31,300509.2398
2009-07-31,212559.1084
2009-07-31,214915
2009-07-31,86624
2009-07-31,144616.7372
2009-07-31,244732.7594
2009-07-31,221944.2209
2009-07-31,278457.5422
2009-07-31,280224.5479
2009-07-31,219780.6496
2009-07-31,258540.9202
2009-07-31,214505.2898
2009-07-31,264294.7701
2009-07-31,243864.1134
2009-08-31,206520.7591
2009-08-31,197781.1582
2009-08-31,146730
2009-08-31,164998.7999
2009-08-31,305192.0512
2009-08-31,141345.1083
2009-08-31,122652.8756
2009-08-31,183298.9164
2009-08-31,214414
2009-08-31,147346
2009-08-31,168014.8249
2009-08-31,269154
2009-08-31,99413
2009-08-31,273059.7741
2009-08-31,93247
2009-08-31,103042
2009-08-31,194927.8523
2009-08-31,125409
2009-08-31,293133.0523
2009-08-31,149019.1674
2009-08-31,58641
2009-08-31,171512.8402
2009-08-31,179122
2009-08-31,113952
2009-08-31,141462
2009-08-31,298389.5524
2009-08-31,211746.7558
2009-08-31,215504
2009-08-31,86256
2009-08-31,143578.0854
2009-08-31,243037.58
2009-08-31,220376.1733
2009-08-31,275606.0042
2009-08-31,277963.17
2009-08-31,217063.7273
2009-08-31,255237.404
2009-08-31,212004.5132
2009-08-31,261330.5211
2009-08-31,240639.7306
2009-09-30,207391.1545
2009-09-30,196291.1011
2009-09-30,148221
2009-09-30,163601.7458
2009-09-30,303491.3296
2009-09-30,140427.8946
2009-09-30,121415.988
2009-09-30,182088.6232
2009-09-30,216121
2009-09-30,144452
2009-09-30,168162.6307
2009-09-30,271146
2009-09-30,99194
2009-09-30,274219.6605
2009-09-30,92778
2009-09-30,102243
2009-09-30,193962.1327
2009-09-30,124785
2009-09-30,294055.3292
2009-09-30,148088.2188
2009-09-30,58515
2009-09-30,171897.3995
2009-09-30,179353
2009-09-30,112432
2009-09-30,140259
2009-09-30,297552.6815
2009-09-30,211548.5441
2009-09-30,215387
2009-09-30,85128
2009-09-30,142606.8926
2009-09-30,242029.726
2009-09-30,219209.3929
2009-09-30,273695.7132
2009-09-30,276580.2326
2009-09-30,215152.9174
2009-09-30,253278.5255
2009-09-30,210192.6915
2009-09-30,259574.1607
2009-09-30,237891.1007
2009-10-31,209928.7419
2009-10-31,195404.7891
2009-10-31,150048
2009-10-31,162318.9578
2009-10-31,302478.3946
2009-10-31,139484.1642
2009-10-31,120516.3325
2009-10-31,180188.5924
2009-10-31,219316
2009-10-31,141228
2009-10-31,168320.2518
2009-10-31,270503
2009-10-31,100007
2009-10-31,276663.3229
2009-10-31,92356
2009-10-31,101291
2009-10-31,193201.2253
2009-10-31,122608
2009-10-31,296697.3222
2009-10-31,147191.4987
2009-10-31,58233
2009-10-31,173512.6648
2009-10-31,180553
2009-10-31,111971
2009-10-31,139026
2009-10-31,298445.13
2009-10-31,212217.5773
2009-10-31,213757
2009-10-31,84408
2009-10-31,141326.0865
2009-10-31,241055.2711
2009-10-31,218638.1162
2009-10-31,272707.6685
2009-10-31,275916.7298
2009-10-31,213998.668
2009-10-31,252345.3213
2009-10-31,209390.8268
2009-10-31,259090.8497
2009-10-31,235959.7635
2009-11-30,211020.4449
2009-11-30,194499.4393
2009-11-30,153098
2009-11-30,161509.6417
2009-11-30,301707.1994
2009-11-30,138706.3273
2009-11-30,119786.7573
2009-11-30,178456.5408
2009-11-30,220648
2009-11-30,140104
2009-11-30,168362.7022
2009-11-30,270251
2009-11-30,100971
2009-11-30,277352.3641
2009-11-30,92175
2009-11-30,100811
2009-11-30,192069.1882
2009-11-30,121683
2009-11-30,297262.7526
2009-11-30,146418.5745
2009-11-30,58060
2009-11-30,173830.1839
2009-11-30,180247
2009-11-30,111900
2009-11-30,137945
2009-11-30,298111.0744
2009-11-30,211595.883
2009-11-30,210546
2009-11-30,83533
2009-11-30,140328.4078
2009-11-30,240113.3806
2009-11-30,217772.9916
2009-11-30,272378.9011
2009-11-30,275712.801
2009-11-30,213980.4326
2009-11-30,252838.7349
2009-11-30,209515.5496
2009-11-30,259107.5923
2009-11-30,234849.6535
2009-12-31,211349.6473
2009-12-31,194082.3003
2009-12-31,154344
2009-12-31,161056.692
2009-12-31,302582.049
2009-12-31,138008.4977
2009-12-31,119067.777
2009-12-31,176849.9325
2009-12-31,220514
2009-12-31,140981
2009-12-31,168948.1452
2009-12-31,268983
2009-12-31,101753
2009-12-31,276901.8889
2009-12-31,91784
2009-12-31,100109
2009-12-31,191240.0551
2009-12-31,122138
2009-12-31,297332.5803
2009-12-31,145523.7303
2009-12-31,58003
2009-12-31,173475.4717
2009-12-31,180845
2009-12-31,111604
2009-12-31,138134
2009-12-31,297604.8177
2009-12-31,210816.3718
2009-12-31,209975
2009-12-31,83786
2009-12-31,140056.8265
2009-12-31,239092.4993
2009-12-31,216923.8205
2009-12-31,272776.4586
2009-12-31,276255.0638
2009-12-31,214899.0651
2009-12-31,254502.6354
2009-12-31,210413.3899
2009-12-31,258829.2726
2009-12-31,234009.7861
2010-01-31,210358.699
2010-01-31,192630.0236
2010-01-31,154783
2010-01-31,160469.9194
2010-01-31,303604.1979
2010-01-31,137534.7182
2010-01-31,118596.1971
2010-01-31,176134.8974
2010-01-31,219857
2010-01-31,142226
2010-01-31,168026.4548
2010-01-31,270860
2010-01-31,102186
2010-01-31,275465.6907
2010-01-31,90359
2010-01-31,99514
2010-01-31,190622.0617
2010-01-31,124518
2010-01-31,295036.2518
2010-01-31,144678.9331
2010-01-31,57979
2010-01-31,172662.2291
2010-01-31,181391
2010-01-31,111634
2010-01-31,138318
2010-01-31,296656.6975
2010-01-31,210011.0983
2010-01-31,213036
2010-01-31,83570
2010-01-31,140472.5112
2010-01-31,238338.5559
2010-01-31,215996.2108
2010-01-31,272695.2655
2010-01-31,276298.6732
2010-01-31,215307.8014
2010-01-31,256508.4602
2010-01-31,210955.2857
2010-01-31,258319.3048
2010-01-31,233285.9992
2010-02-28,209009.2703
2010-02-28,191527.1161
2010-02-28,155021
2010-02-28,160270.5966
2010-02-28,303609.2382
2010-02-28,137219.8959
2010-02-28,118225.8675
2010-02-28,175597.792
2010-02-28,219192
2010-02-28,142882
2010-02-28,167163.533
2010-02-28,272055
2010-02-28,102051
2010-02-28,273570.5507
2010-02-28,88782
2010-02-28,99104
2010-02-28,190881.2337
2010-02-28,127276
2010-02-28,292195.4872
2010-02-28,143883.342
2010-02-28,57945
2010-02-28,172204.7693
2010-02-28,181941
2010-02-28,111623
2010-02-28,138444
2010-02-28,296069.2426
2010-02-28,209587.4153
2010-02-28,215851
2010-02-28,83379
2010-02-28,141102.3359
2010-02-28,237204.0569
2010-02-28,215241.7155
2010-02-28,271426.8407
2010-02-28,275145.2278
2010-02-28,214341.556
2010-02-28,257211.5083
2010-02-28,210320.7323
2010-02-28,257626.0386
2010-02-28,232683.6947
2010-03-31,207789.5461
2010-03-31,190826.5295
2010-03-31,155261
2010-03-31,159799.9169
2010-03-31,303383.129
2010-03-31,136975.0079
2010-03-31,118289.9436
2010-03-31,174889.7286
2010-03-31,219765
2010-03-31,141239
2010-03-31,165681.3015
2010-03-31,273393
2010-03-31,102405
2010-03-31,271372.6788
2010-03-31,87574
2010-03-31,99675
2010-03-31,191126.122
2010-03-31,129445
2010-03-31,289682.0949
2010-03-31,143448.2529
2010-03-31,57653
2010-03-31,171970.5406
2010-03-31,181874
2010-03-31,111704
2010-03-31,137494
2010-03-31,294889.7015
2010-03-31,209258.3696
2010-03-31,217511
2010-03-31,82873
2010-03-31,141182.0667
2010-03-31,236359.8335
2010-03-31,214587.94
2010-03-31,269893.5009
2010-03-31,273607.6479
2010-03-31,213106.3658
2010-03-31,257275.6066
2010-03-31,209336.0663
2010-03-31,256615.4829
2010-03-31,231913.4473
2010-04-30,207238.202
2010-04-30,190962.9018
2010-04-30,155548
2010-04-30,159370.7913
2010-04-30,303847.177
2010-04-30,136770.8072
2010-04-30,118189.5974
2010-04-30,173956.1932
2010-04-30,221646
2010-04-30,140490
2010-04-30,165131.5252
2010-04-30,274293
2010-04-30,102295
2010-04-30,269004.431
2010-04-30,87499
2010-04-30,99536
2010-04-30,191128.3471
2010-04-30,130694
2010-04-30,290056.7627
2010-04-30,143356.5791
2010-04-30,57383
2010-04-30,171662.772
2010-04-30,181543
2010-04-30,111010
2010-04-30,136183
2010-04-30,293979.8969
2010-04-30,209028.8377
2010-04-30,216678
2010-04-30,82607
2010-04-30,141133.7749
2010-04-30,235846.2968
2010-04-30,214148.5191
2010-04-30,270138.2784
2010-04-30,273769.6025
2010-04-30,213478.9363
2010-04-30,258041.5633
2010-04-30,209641.6611
2010-04-30,256507.0879
2010-04-30,231008.2838
2010-05-31,206621.9387
2010-05-31,191770.2624
2010-05-31,155182
2010-05-31,158729.1053
2010-05-31,304264.4076
2010-05-31,134757.3542
2010-05-31,118035.8831
2010-05-31,173039.5524
2010-05-31,221819
2010-05-31,138914
2010-05-31,164430.4486
2010-05-31,275545
2010-05-31,102703
2010-05-31,267256.4142
2010-05-31,87773
2010-05-31,98869
2010-05-31,190338.7422
2010-05-31,131578
2010-05-31,290387.0965
2010-05-31,143557.4497
2010-05-31,57045
2010-05-31,171650.6363
2010-05-31,181077
2010-05-31,110066
2010-05-31,135135
2010-05-31,292695.3688
2010-05-31,208688.7998
2010-05-31,216488
2010-05-31,82523
2010-05-31,140739.7245
2010-05-31,235623.4735
2010-05-31,213765.4069
2010-05-31,271873.7442
2010-05-31,275225.2344
2010-05-31,214751.929
2010-05-31,259635.7273
2010-05-31,210757.7872
2010-05-31,256390.7758
2010-05-31,230149.4012
2010-06-30,206379.9298
2010-06-30,192393.6518
2010-06-30,156324
2010-06-30,158132.2957
2010-06-30,303793.7747
2010-06-30,132330.1976
2010-06-30,117351.4222
2010-06-30,172582.6029
2010-06-30,222565
2010-06-30,139078
2010-06-30,164447.4113
2010-06-30,275842
2010-06-30,102326
2010-06-30,266193.7404
2010-06-30,88410
2010-06-30,97563
2010-06-30,190497.2113
2010-06-30,132345
2010-06-30,290482.1815
2010-06-30,143648.4227
2010-06-30,57030
2010-06-30,171846.7262
2010-06-30,180761
2010-06-30,108672
2010-06-30,135275
2010-06-30,291538.8013
2010-06-30,208769.2254
2010-06-30,217143
2010-06-30,82450
2010-06-30,140144.5833
2010-06-30,235697.1538
2010-06-30,213584.6689
2010-06-30,272983.2407
2010-06-30,275962.5225
2010-06-30,215291.0417
2010-06-30,260327.8921
2010-06-30,211049.6362
2010-06-30,255380.8949
2010-06-30,229270.8302
2010-07-31,205831.3927
2010-07-31,192437.084
2010-07-31,156018
2010-07-31,157382.7272
2010-07-31,302039.269
2010-07-31,129422.3629
2010-07-31,116619.7937
2010-07-31,172371.2792
2010-07-31,222372
2010-07-31,139005
2010-07-31,164562.5834
2010-07-31,275301
2010-07-31,102713
2010-07-31,265943.6159
2010-07-31,88357
2010-07-31,96377
2010-07-31,191322.5323
2010-07-31,132691
2010-07-31,289161.6854
2010-07-31,143627.1572
2010-07-31,57088
2010-07-31,171684.1705
2010-07-31,180896
2010-07-31,108426
2010-07-31,135363
2010-07-31,289663.4392
2010-07-31,208374.3808
2010-07-31,217145
2010-07-31,82540
2010-07-31,139912.6884
2010-07-31,235749.0308
2010-07-31,213351.705
2010-07-31,271393.8093
2010-07-31,274178.8676
2010-07-31,213802.403
2010-07-31,258747.1189
2010-07-31,209339.8132
2010-07-31,252258.0453
