date,value
2013-11-30,189422
2013-11-30,113960
2013-11-30,150353
2013-11-30,326124.1415
2013-11-30,225021.9914
2013-11-30,222262
2013-11-30,103837.2452
2013-11-30,149692.7044
2013-11-30,111259
2013-11-30,234436.3267
2013-11-30,216106.4495
2013-11-30,267711.9369
2013-11-30,269840.2729
2013-11-30,204742.4546
2013-11-30,252093.1245
2013-11-30,202614.0007
2013-11-30,238043.2983
2013-11-30,231483.4821
2013-12-31,223656.3777
2013-12-31,210530.6476
2013-12-31,177337
2013-12-31,148119.7793
2013-12-31,298541.5955
2013-12-31,125587.315
2013-12-31,126300.0982
2013-12-31,166754.3737
2013-12-31,241840
2013-12-31,148262
2013-12-31,146793.1605
2013-12-31,284098
2013-12-31,97651
2013-12-31,287984.4491
2013-12-31,101325.3278
2013-12-31,105218
2013-12-31,206553.5055
2013-12-31,140142
2013-12-31,320701.2164
2013-12-31,139242.3758
2013-12-31,52480
2013-12-31,198001.5541
2013-12-31,190542
2013-12-31,114561
2013-12-31,150228
2013-12-31,327760.9714
2013-12-31,226178.4827
2013-12-31,223524
2013-12-31,103978.8628
2013-12-31,148024.2264
2013-12-31,112125
2013-12-31,235648.6081
2013-12-31,216551.041
2013-12-31,269091.1128
2013-12-31,271921.1866
2013-12-31,206612.7079
2013-12-31,254134.4153
2013-12-31,204197.7477
2013-12-31,240023.8183
2013-12-31,233474.3152
2014-01-31,225265.9036
2014-01-31,209026.8951
2014-01-31,178478
2014-01-31,147516.3714
2014-01-31,299598.9009
2014-01-31,124102.3073
2014-01-31,125464.1529
2014-01-31,166430.7883
2014-01-31,242418
2014-01-31,151326
2014-01-31,146714.022
2014-01-31,283832
2014-01-31,98785
2014-01-31,288725.6406
2014-01-31,101642.1373
2014-01-31,105633
2014-01-31,206419.5625
2014-01-31,141210
2014-01-31,321033.5735
2014-01-31,138307.1884
2014-01-31,51975
2014-01-31,199036.5122
2014-01-31,192040
2014-01-31,114667
2014-01-31,150801
2014-01-31,329035.8312
2014-01-31,226925.2718
2014-01-31,224668
2014-01-31,104551.7907
2014-01-31,146612.2148
2014-01-31,113591
2014-01-31,236668.6976
2014-01-31,216976.4887
2014-01-31,270386.0808
2014-01-31,273962.2966
2014-01-31,208567.5602
2014-01-31,256102.0566
2014-01-31,205889.8985
2014-01-31,241578.818
2014-01-31,235180.1642
2014-02-28,226878.2355
2014-02-28,208336.2798
2014-02-28,179841
2014-02-28,148178.815
2014-02-28,300450.9341
2014-02-28,123489.2889
2014-02-28,125745.0961
2014-02-28,166325.4429
2014-02-28,243387
2014-02-28,154817
2014-02-28,147054.6249
2014-02-28,283156
2014-02-28,99583
2014-02-28,289764.8893
2014-02-28,102047.6523
2014-02-28,106173
2014-02-28,206907.2285
2014-02-28,142207
2014-02-28,322182.1086
2014-02-28,137732.6558
2014-02-28,51541
2014-02-28,199903.1633
2014-02-28,193196
2014-02-28,114942
2014-02-28,150847
2014-02-28,330186.8718
2014-02-28,227633.7789
2014-02-28,226057
2014-02-28,104837.0029
2014-02-28,146117.4532
2014-02-28,114100
2014-02-28,237380.6378
2014-02-28,217351.259
2014-02-28,271659.7892
2014-02-28,276089.6822
2014-02-28,210409.767
2014-02-28,258140.0065
2014-02-28,207504.6744
2014-02-28,242875.039
2014-02-28,236189.1789
2014-03-31,228294.7098
2014-03-31,207935.8079
2014-03-31,180771
2014-03-31,149091.9158
2014-03-31,301550.171
2014-03-31,123385.825
2014-03-31,126494.6698
2014-03-31,167057.9577
2014-03-31,244742
2014-03-31,158135
2014-03-31,147913.7975
2014-03-31,282096
2014-03-31,100991
2014-03-31,291908.5237
2014-03-31,102920.9059
2014-03-31,106948
2014-03-31,207882.2386
2014-03-31,144114
2014-03-31,324515.1105
2014-03-31,138022.2465
2014-03-31,51329
2014-03-31,200361.4006
2014-03-31,194932
2014-03-31,115280
2014-03-31,152849
2014-03-31,332404.499
2014-03-31,228534.522
2014-03-31,227493
2014-03-31,105537.8825
2014-03-31,146157.912
2014-03-31,114745
2014-03-31,237666.6525
2014-03-31,217802.0556
2014-03-31,273253.9302
2014-03-31,278015.3964
2014-03-31,212329.8263
2014-03-31,260308.1945
2014-03-31,209396.5028
2014-03-31,244625.5046
2014-03-31,237009.0162
2014-04-30,229860.0274
2014-04-30,208147.8597
2014-04-30,181955
2014-04-30,149410.1837
2014-04-30,302970.0677
2014-04-30,123577.9958
2014-04-30,127527.3774
2014-04-30,168148.4705
2014-04-30,245889
2014-04-30,159115
2014-04-30,148396.3509
2014-04-30,283309
2014-04-30,101676
2014-04-30,294194.5235
2014-04-30,103906.2934
2014-04-30,107574
2014-04-30,208805.638
2014-04-30,144630
2014-04-30,327246.2465
2014-04-30,138850.098
2014-04-30,51358
2014-04-30,201569.3182
2014-04-30,196363
2014-04-30,116297
2014-04-30,155212
2014-04-30,336035.0854
2014-04-30,229858.0197
2014-04-30,228774
2014-04-30,106218.5446
2014-04-30,146055.6163
2014-04-30,115332
2014-04-30,238280.258
2014-04-30,218207.2712
2014-04-30,274896.3611
2014-04-30,279594.9711
2014-04-30,213873.9627
2014-04-30,262156.7578
2014-04-30,211005.8801
2014-04-30,246959.0211
2014-04-30,237957.8511
2014-05-31,231967.4789
2014-05-31,208975.1643
2014-05-31,182192
2014-05-31,149526.0502
2014-05-31,305465.2485
2014-05-31,123974.0111
2014-05-31,128469.4716
2014-05-31,169515.2822
2014-05-31,246908
2014-05-31,160426
2014-05-31,148847.2444
2014-05-31,284871
2014-05-31,102525
2014-05-31,297367.7406
2014-05-31,105214.8502
2014-05-31,108277
2014-05-31,209870.7601
2014-05-31,145093
2014-05-31,330906.7387
2014-05-31,139762.696
2014-05-31,51332
2014-05-31,203646.0782
2014-05-31,198667
2014-05-31,117288
2014-05-31,158182
2014-05-31,340431.1455
2014-05-31,231411.0295
2014-05-31,230249
2014-05-31,107378.1822
2014-05-31,146101.7191
2014-05-31,117042
2014-05-31,239510.997
2014-05-31,218936.5164
2014-05-31,276512.9551
2014-05-31,281160.5219
2014-05-31,215490.2404
2014-05-31,264026.6298
2014-05-31,212827.6271
2014-05-31,249775.1296
2014-05-31,239224.8085
2014-06-30,233024.2367
2014-06-30,209895.8414
2014-06-30,182996
2014-06-30,149713.9848
2014-06-30,308246.2649
2014-06-30,124361.8887
2014-06-30,129210.9911
2014-06-30,170118.6022
2014-06-30,247775
2014-06-30,162043
2014-06-30,149749.6295
2014-06-30,287804
2014-06-30,103220
2014-06-30,299913.6587
2014-06-30,106426.1
2014-06-30,108718
2014-06-30,210489.0891
2014-06-30,144961
2014-06-30,334438.5266
2014-06-30,140332.9594
2014-06-30,51226
2014-06-30,205275.1483
2014-06-30,201437
2014-06-30,117884
2014-06-30,159760
2014-06-30,344484.4222
2014-06-30,232367.8875
2014-06-30,231742
2014-06-30,108352.3308
2014-06-30,146208.046
2014-06-30,119282
2014-06-30,240634.6163
2014-06-30,219541.4823
2014-06-30,277404.7306
2014-06-30,281943.5557
2014-06-30,216388.4537
2014-06-30,265129.3997
2014-06-30,214054.0205
2014-06-30,252231.9204
2014-06-30,240434.1867
2014-07-31,233967.2459
2014-07-31,211486.1169
2014-07-31,183313
2014-07-31,150190.0743
2014-07-31,310413.2372
2014-07-31,125076.3337
2014-07-31,129949.2728
2014-07-31,170330.0632
2014-07-31,249019
2014-07-31,163805
2014-07-31,150617.8256
2014-07-31,290435
2014-07-31,104049
2014-07-31,301105.5548
2014-07-31,107211.7364
2014-07-31,108972
2014-07-31,211458.7786
2014-07-31,145104
2014-07-31,336507.7092
2014-07-31,140596.2063
2014-07-31,51665
2014-07-31,206117.8843
2014-07-31,204059
2014-07-31,118294
2014-07-31,160597
2014-07-31,346843.6144
2014-07-31,233107.1042
2014-07-31,233316
2014-07-31,109085.8899
2014-07-31,146987.5217
2014-07-31,121191
2014-07-31,241650.9136
2014-07-31,220436.8792
2014-07-31,278463.9337
2014-07-31,282990.503
2014-07-31,217681.6024
2014-07-31,266625.4903
2014-07-31,215663.3554
2014-07-31,254440.2438
2014-07-31,241760.8523
2014-08-31,233892.6597
2014-08-31,212960.2903
2014-08-31,184590
2014-08-31,150429.2619
2014-08-31,311606.509
2014-08-31,125622.8937
2014-08-31,130392.0901
2014-08-31,169421.0381
2014-08-31,249945
2014-08-31,164313
2014-08-31,150680.8609
2014-08-31,292011
2014-08-31,104668
2014-08-31,300715.8309
2014-08-31,107326.0996
2014-08-31,109103
2014-08-31,212166.4721
2014-08-31,145365
2014-08-31,335913.6114
2014-08-31,139999.5108
2014-08-31,52090
2014-08-31,206524.1264
2014-08-31,205182
2014-08-31,118764
2014-08-31,161809
2014-08-31,348343.239
2014-08-31,233502.9341
2014-08-31,234474
2014-08-31,109304.9171
2014-08-31,147415.8126
2014-08-31,121906
2014-08-31,242591.6987
2014-08-31,221298.3006
2014-08-31,279363.1481
2014-08-31,283707.9224
2014-08-31,218963.3992
2014-08-31,267925.3055
2014-08-31,217272.9112
2014-08-31,255995.7769
2014-08-31,242254.6377
2014-09-30,234668.2735
2014-09-30,214163.3277
2014-09-30,186483
2014-09-30,150773.6135
2014-09-30,313540.2853
2014-09-30,126281.7376
2014-09-30,130924.7452
2014-09-30,168201.7472
2014-09-30,250765
2014-09-30,165563
2014-09-30,150437.2463
2014-09-30,352309.4464
2014-09-30,105088
2014-09-30,300000.1037
2014-09-30,107634.5888
2014-09-30,109726
2014-09-30,213305.4808
2014-09-30,146496
2014-09-30,334224.6305
2014-09-30,138803.4003
2014-09-30,52751
2014-09-30,207276.1722
2014-09-30,206325
2014-09-30,119979
2014-09-30,162882
2014-09-30,348792.3704
2014-09-30,233916.2803
2014-09-30,235710
2014-09-30,109977.1312
2014-09-30,148052.1162
2014-09-30,121964
2014-09-30,243868.1992
2014-09-30,222399.7985
2014-09-30,280909.6266
2014-09-30,285182.2365
2014-09-30,220783.9099
2014-09-30,269709.4358
2014-09-30,219347.6935
2014-09-30,257943.1965
2014-09-30,242801.2179
2014-10-31,235844.66
2014-10-31,214773.8171
2014-10-31,188164
2014-10-31,150676.3708
2014-10-31,315866.2882
2014-10-31,126614.8825
2014-10-31,130926.4468
2014-10-31,166602.833
2014-10-31,253114
2014-10-31,167247
2014-10-31,149924.2539
2014-10-31,353034.9898
2014-10-31,105295
2014-10-31,300077.0593
2014-10-31,107940.2487
2014-10-31,110833
2014-10-31,213944.8032
2014-10-31,147015
2014-10-31,332843.6827
2014-10-31,137415.4205
2014-10-31,52875
2014-10-31,208518.2586
2014-10-31,208105
2014-10-31,121017
2014-10-31,162573
2014-10-31,349920.7508
2014-10-31,234020.0636
2014-10-31,236666
2014-10-31,110805.9335
2014-10-31,148544.0081
2014-10-31,122171
2014-10-31,245056.6177
2014-10-31,223514.073
2014-10-31,282142.7469
2014-10-31,286623.6969
2014-10-31,222434.6064
2014-10-31,271135.5489
2014-10-31,221225.9849
2014-10-31,259620.2259
2014-10-31,243402.3965
2014-11-30,238244.2856
2014-11-30,214269.3918
2014-11-30,189522
2014-11-30,150316.3529
2014-11-30,318225.8481
2014-11-30,126706.7146
2014-11-30,131135.035
2014-11-30,166076.7724
2014-11-30,255449
2014-11-30,169476
2014-11-30,149876.0808
2014-11-30,353403.7214
2014-11-30,104939
2014-11-30,301819.8578
2014-11-30,109550.9383
2014-11-30,111664
2014-11-30,215138.4026
2014-11-30,147292
2014-11-30,332773.4582
2014-11-30,137127.3115
2014-11-30,52971
2014-11-30,209348.2193
2014-11-30,209864
2014-11-30,122222
2014-11-30,162424
2014-11-30,352492.5381
2014-11-30,234670.3661
2014-11-30,238080
2014-11-30,112515.3484
2014-11-30,149195.3535
2014-11-30,123000
2014-11-30,246354.7208
2014-11-30,224898.4004
2014-11-30,283662.5331
2014-11-30,288148.8053
2014-11-30,224127.7662
2014-11-30,272719.1289
2014-11-30,222961.3414
2014-11-30,262098.8936
2014-11-30,245155.1239
2014-12-31,240501.6153
2014-12-31,213455.4413
2014-12-31,190184
2014-12-31,149855.9138
2014-12-31,319447.9912
2014-12-31,126595.7307
2014-12-31,131309.223
2014-12-31,165772.3045
2014-12-31,257077
2014-12-31,171096
2014-12-31,149796.0966
2014-12-31,353997.6973
2014-12-31,105315
2014-12-31,303705.6837
2014-12-31,111178.6229
2014-12-31,112265
2014-12-31,216397.4666
2014-12-31,147577
2014-12-31,333038.6997
2014-12-31,137325.3663
2014-12-31,53026
2014-12-31,210205.8092
2014-12-31,210461
2014-12-31,123039
2014-12-31,162882
2014-12-31,354797.5976
2014-12-31,235745.3932
2014-12-31,239397
2014-12-31,114106.9988
2014-12-31,149709.3024
2014-12-31,125177
2014-12-31,247602.581
2014-12-31,226348.1033
2014-12-31,285237.5312
2014-12-31,289584.5237
2014-12-31,225788.9138
2014-12-31,274462.2444
2014-12-31,224579.2602
2014-12-31,264664.8963
2014-12-31,247271.8533
2015-01-31,241904.7772
2015-01-31,212749.4296
2015-01-31,190836
2015-01-31,150019.4737
2015-01-31,320313.3946
2015-01-31,126255.5417
2015-01-31,131574.5107
2015-01-31,165668.1366
2015-01-31,257665
2015-01-31,172764
2015-01-31,150060.5966
2015-01-31,353301.9916
2015-01-31,105951
2015-01-31,305100.613
2015-01-31,112877.0722
2015-01-31,111365
2015-01-31,217392.451
2015-01-31,148366
2015-01-31,333700.5086
2015-01-31,137255.6783
2015-01-31,53158
2015-01-31,209610.8681
2015-01-31,210257
2015-01-31,124211
2015-01-31,165590
2015-01-31,355406.3935
2015-01-31,236295.6104
2015-01-31,240616
2015-01-31,115098.4621
2015-01-31,150075.5471
2015-01-31,127287
2015-01-31,248816.1462
2015-01-31,227792.3047
2015-01-31,287382.2749
2015-01-31,291443.5657
2015-01-31,227644.3149
2015-01-31,276813.2785
2015-01-31,226501.6739
2015-01-31,267479.5465
2015-01-31,249419.03
2015-02-28,242108.3563
2015-02-28,213752.3681
2015-02-28,192088
2015-02-28,150755.7034
2015-02-28,321594.2474
2015-02-28,126313.5461
2015-02-28,131781.2149
2015-02-28,165566.5829
2015-02-28,259333
2015-02-28,174449
2015-02-28,151099.9735
2015-02-28,352873.7129
2015-02-28,106697
2015-02-28,305289.4235
2015-02-28,113944.2055
2015-02-28,111224
2015-02-28,217998.1634
2015-02-28,149814
2015-02-28,335401.6583
2015-02-28,136953.5715
2015-02-28,53256
2015-02-28,209144.1524
2015-02-28,210445
2015-02-28,125459
2015-02-28,169407
2015-02-28,355540.5443
2015-02-28,236268.5608
2015-02-28,241567
2015-02-28,115504.2992
2015-02-28,150791.7415
2015-02-28,129095
2015-02-28,249987.7561
2015-02-28,229275.0479
2015-02-28,289854.0515
2015-02-28,293874.8634
2015-02-28,229810.8385
2015-02-28,279425.6944
2015-02-28,228826.0429
2015-02-28,269889.1703
2015-02-28,251518.0711
2015-03-31,242381.7224
2015-03-31,215599.4057
2015-03-31,192889
2015-03-31,151788.0356
2015-03-31,323630.8483
2015-03-31,126647.579
2015-03-31,132004.8217
2015-03-31,166391.7108
2015-03-31,261081
2015-03-31,176804
2015-03-31,152183.5097
2015-03-31,352263.8049
2015-03-31,107052
2015-03-31,305523.7649
2015-03-31,114470.7875
2015-03-31,111498
2015-03-31,218790.4631
2015-03-31,150808
2015-03-31,337604.7829
2015-03-31,137313.1499
2015-03-31,53418
2015-03-31,208927.4336
2015-03-31,211430
2015-03-31,126873
2015-03-31,172156
2015-03-31,356867.4397
2015-03-31,235967.6846
2015-03-31,243223
2015-03-31,115846.4997
2015-03-31,151727.5341
2015-03-31,129778
2015-03-31,251237.8819
2015-03-31,231045.747
2015-03-31,292131.2496
2015-03-31,296368.4675
2015-03-31,231908.9793
2015-03-31,281845.9112
2015-03-31,231277.498
2015-03-31,271950.2709
2015-03-31,253796.1205
2015-04-30,243254.8189
2015-04-30,218456.8069
2015-04-30,195142
2015-04-30,153113.7347
2015-04-30,325196.4217
2015-04-30,127685.2949
2015-04-30,132647.4429
2015-04-30,167821.3627
2015-04-30,263135
2015-04-30,178794
2015-04-30,152992.0987
2015-04-30,353695.3727
2015-04-30,107646
2015-04-30,306612.1078
2015-04-30,114428.884
2015-04-30,112679
2015-04-30,220374.6437
2015-04-30,152453
2015-04-30,340477.1155
2015-04-30,138758.8961
2015-04-30,53493
2015-04-30,210054.3873
2015-04-30,212839
2015-04-30,128011
2015-04-30,173019
2015-04-30,361214.106
2015-04-30,237112.8143
2015-04-30,245481
2015-04-30,116611.2118
2015-04-30,153172.4127
2015-04-30,130398
2015-04-30,252934.8879
2015-04-30,233000.2962
2015-04-30,294165.924
2015-04-30,298497.6301
2015-04-30,233851.2584
2015-04-30,283843.8469
2015-04-30,233453.0755
2015-04-30,274466.0153
2015-04-30,256575.428
2015-05-31,245379.0268
2015-05-31,220583.8379
2015-05-31,197933
2015-05-31,154747.4096
2015-05-31,325707.9407
2015-05-31,128962.0953
2015-05-31,133526.838
2015-05-31,169607.3085
2015-05-31,263133
2015-05-31,180175
2015-05-31,153500.4113
2015-05-31,354770.4871
2015-05-31,108608
2015-05-31,309568.5723
2015-05-31,114731.7576
2015-05-31,113674
2015-05-31,222129.3435
2015-05-31,154140
2015-05-31,343639.0017
2015-05-31,140842.2999
2015-05-31,53568
2015-05-31,212375.6498
2015-05-31,212678
2015-05-31,129114
2015-05-31,172797
2015-05-31,366782.0849
2015-05-31,239605.2181
2015-05-31,247582
2015-05-31,117518.4683
2015-05-31,154912.9262
2015-05-31,131052
2015-05-31,255276.1472
2015-05-31,235374.0493
2015-05-31,296531.8892
2015-05-31,300608.4257
2015-05-31,235816.6824
2015-05-31,285981.2029
2015-05-31,235711.2137
2015-05-31,277993.6612
2015-05-31,259899.9515
2015-06-30,247748.2769
2015-06-30,222572.0773
2015-06-30,200590
2015-06-30,156259.7899
2015-06-30,324758.3067
2015-06-30,129908.3341
2015-06-30,134406.5332
2015-06-30,171032.5045
2015-06-30,262860
2015-06-30,181072
2015-06-30,153773.8758
2015-06-30,355862.7972
2015-06-30,109635
2015-06-30,313909.9015
2015-06-30,115787.5612
2015-06-30,114279
2015-06-30,223802.9492
2015-06-30,155617
2015-06-30,346758.6698
2015-06-30,142817.8127
2015-06-30,53633
2015-06-30,215172.4146
2015-06-30,211664
2015-06-30,130011
2015-06-30,175004
2015-06-30,372496.3533
2015-06-30,242601.0077
2015-06-30,249423
2015-06-30,118177.9401
2015-06-30,156613.0481
2015-06-30,132259
2015-06-30,257885.0033
2015-06-30,238043.0903
2015-06-30,298873.258
2015-06-30,302379.2547
2015-06-30,237713.7793
2015-06-30,288026.7879
2015-06-30,237805.2212
2015-06-30,281696.1845
2015-06-30,263476.4017
2015-07-31,250183.3991
2015-07-31,224524.1573
2015-07-31,202786
2015-07-31,156926.3706
2015-07-31,324041.8153
2015-07-31,130531.6107
2015-07-31,135141.9817
2015-07-31,172205.0543
2015-07-31,262128
2015-07-31,182375
2015-07-31,154594.4255
2015-07-31,355873.7215
2015-07-31,111116
2015-07-31,318873.8892
2015-07-31,117339.6147
2015-07-31,114962
2015-07-31,225078.7709
2015-07-31,156424
2015-07-31,349409.4362
2015-07-31,144565.6908
2015-07-31,53593
2015-07-31,217785.3665
2015-07-31,211283
2015-07-31,130966
2015-07-31,177406
2015-07-31,376967.5141
2015-07-31,245529.5904
2015-07-31,251510
2015-07-31,118964.7266
2015-07-31,157881.1205
2015-07-31,134247
2015-07-31,260413.0112
2015-07-31,240873.6071
2015-07-31,301697.2294
2015-07-31,304451.4753
2015-07-31,240041.0527
2015-07-31,290581.0286
2015-07-31,240543.3903
2015-07-31,284950.8847
2015-07-31,267123.4583
2015-08-31,251972.2087
2015-08-31,226865.01
2015-08-31,203001
2015-08-31,156997.3826
2015-08-31,323493.7124
2015-08-31,130870.0032
2015-08-31,135614.7904
2015-08-31,172592.5162
2015-08-31,262337
2015-08-31,183921
2015-08-31,155522.1087
2015-08-31,356958.6855
2015-08-31,113003
2015-08-31,322235.4021
2015-08-31,118202.9923
2015-08-31,116007
2015-08-31,225940.0648
2015-08-31,156951
2015-08-31,350223.7527
2015-08-31,145680.9601
2015-08-31,53683
2015-08-31,219791.8243
2015-08-31,212486
2015-08-31,131653
2015-08-31,179284
2015-08-31,379248.9111
2015-08-31,247913.8544
2015-08-31,254341
2015-08-31,119477.597
2015-08-31,158693.1812
2015-08-31,138070
2015-08-31,262302.9229
2015-08-31,243324.6958
2015-08-31,304162.3329
2015-08-31,306283.8827
2015-08-31,242248.666
2015-08-31,292814.5661
2015-08-31,243096.8144
2015-08-31,287409.887
2015-08-31,270167.1735
2015-09-30,253712.5182
2015-09-30,228614.2866
2015-09-30,203502
2015-09-30,156689.5425
2015-09-30,324386.7631
2015-09-30,131586.1282
2015-09-30,135887.564
2015-09-30,172822.1556
2015-09-30,263557
2015-09-30,186127
2015-09-30,157511.5916
2015-09-30,358914.3076
2015-09-30,114980
2015-09-30,324697.3867
2015-09-30,118169.8818
2015-09-30,116839
2015-09-30,227117.5516
2015-09-30,157510
2015-09-30,350626.0393
2015-09-30,146361.9547
2015-09-30,53619
2015-09-30,221648.4559
2015-09-30,214076
2015-09-30,132162
2015-09-30,179802
2015-09-30,380791.9759
2015-09-30,250299.5686
2015-09-30,257317
2015-09-30,120126.0632
2015-09-30,159280.6408
2015-09-30,140929
2015-09-30,263913.4861
2015-09-30,245404.6995
2015-09-30,307179.5183
2015-09-30,308743.4678
2015-09-30,244754.3172
2015-09-30,295451.3425
2015-09-30,245983.6979
2015-09-30,290318.3238
2015-09-30,273071.9806
2015-10-31,256048.9096
2015-10-31,229814.9398
2015-10-31,204205
2015-10-31,156751.0192
2015-10-31,326108.7765
2015-10-31,132476.3887
2015-10-31,136398.8841
2015-10-31,173473.9789
2015-10-31,264669
2015-10-31,188096
2015-10-31,159468.3438
2015-10-31,361357.056
2015-10-31,116713
2015-10-31,328315.1999
2015-10-31,118127.6257
2015-10-31,117724
2015-10-31,229258.9812
2015-10-31,159114
2015-10-31,351305.5857
2015-10-31,147015.4535
2015-10-31,53691
2015-10-31,224690.5477
2015-10-31,215313
2015-10-31,132927
2015-10-31,183429
2015-10-31,382976.5351
2015-10-31,253385.8733
2015-10-31,260181
2015-10-31,120749.5439
2015-10-31,160245.5272
2015-10-31,145382
2015-10-31,265718.5269
2015-10-31,247980.4427
2015-10-31,309951.8793
2015-10-31,311047.8152
2015-10-31,246918.9214
2015-10-31,297624.9586
2015-10-31,248382.9713
2015-10-31,293222.3403
2015-10-31,275550.8076
2015-11-30,258098.1484
2015-11-30,230079.5777
2015-11-30,205967
2015-11-30,156388.0509
2015-11-30,328763.4097
2015-11-30,132920.7999
2015-11-30,136796.0549
2015-11-30,174970.6431
2015-11-30,266571
2015-11-30,190530
2015-11-30,161101.5941
2015-11-30,362594.7697
2015-11-30,118772
2015-11-30,332885.0544
2015-11-30,117794.8224
2015-11-30,118879
2015-11-30,231629.4358
2015-11-30,160824
2015-11-30,352913.5541
2015-11-30,147701.9727
2015-11-30,53885
2015-11-30,227505.7446
2015-11-30,215554
2015-11-30,134164
2015-11-30,188137
2015-11-30,385471.213
2015-11-30,256073.0294
2015-11-30,262778
2015-11-30,121077.7478
2015-11-30,160972.5822
2015-11-30,148029
2015-11-30,267811.6205
2015-11-30,250862.2654
2015-11-30,313204.1244
2015-11-30,313740.6469
2015-11-30,249313.5891
2015-11-30,300159.5282
2015-11-30,250917.8198
2015-11-30,296481.5555
2015-11-30,278761.2301
2015-12-31,259631.9997
2015-12-31,230738.315
2015-12-31,208236
2015-12-31,156425.5816
2015-12-31,331551.4788
2015-12-31,133317.9529
2015-12-31,137745.5137
2015-12-31,176730.4413
2015-12-31,268477
2015-12-31,192366
2015-12-31,162352.1205
2015-12-31,363860.1028
2015-12-31,120775
2015-12-31,337465.9525
2015-12-31,118550.6755
2015-12-31,119913
2015-12-31,233651.0283
2015-12-31,162828
2015-12-31,354630.2991
2015-12-31,148458.361
2015-12-31,54275
2015-12-31,230219.5989
2015-12-31,216970
2015-12-31,135202
2015-12-31,192742
2015-12-31,387597.3085
2015-12-31,258361.952
2015-12-31,265454
2015-12-31,122019.4018
2015-12-31,161847.167
2015-12-31,149707
2015-12-31,270357.6731
2015-12-31,253668.9261
2015-12-31,316768.7669
2015-12-31,316564.5306
2015-12-31,252010.9387
2015-12-31,302931.0312
2015-12-31,253645.9903
2015-12-31,300182.6469
2015-12-31,282428.9586
2016-01-31,260326.406
2016-01-31,231862.6996
2016-01-31,210349
2016-01-31,156804.8347
2016-01-31,334135.648
2016-01-31,133740.9368
2016-01-31,138775.4127
2016-01-31,178644.9626
2016-01-31,271828
2016-01-31,193869
2016-01-31,164048.4911
2016-01-31,365253.3714
2016-01-31,122405
2016-01-31,339790.0661
2016-01-31,118638.6287
2016-01-31,122175
2016-01-31,235463.9108
2016-01-31,164346
2016-01-31,356533.6224
2016-01-31,149156.461
2016-01-31,54737
2016-01-31,231215.8268
2016-01-31,219929
2016-01-31,136510
2016-01-31,194531
2016-01-31,387764.5362
2016-01-31,259732.3635
2016-01-31,268408
2016-01-31,122925.1741
2016-01-31,162590.8843
2016-01-31,150113
2016-01-31,272575.7288
2016-01-31,255700.663
2016-01-31,320555.9596
2016-01-31,319921.0796
2016-01-31,255269.1783
2016-01-31,306234.3363
2016-01-31,256792.6939
2016-01-31,304461.2893
2016-01-31,286166.7349
2016-02-29,260817.7191
2016-02-29,232806.997
2016-02-29,211513
2016-02-29,157251.3787
2016-02-29,336167.8168
2016-02-29,134388.5166
2016-02-29,139882.429
2016-02-29,180198.9125
2016-02-29,271094
2016-02-29,193405
2016-02-29,165976.1149
2016-02-29,366933.5808
2016-02-29,123843
2016-02-29,341213.9309
2016-02-29,119014.6537
2016-02-29,123973
2016-02-29,238330.784
2016-02-29,165199
2016-02-29,358109.6652
2016-02-29,149820.3964
2016-02-29,55117
2016-02-29,231281.7645
2016-02-29,220922
2016-02-29,137243
2016-02-29,195062
2016-02-29,387015.0579
2016-02-29,260895.1341
2016-02-29,289463.0371
2016-02-29,123909.0919
2016-02-29,163291.5851
2016-02-29,150560
2016-02-29,274597.3134
2016-02-29,257214.1621
2016-02-29,324035.6496
2016-02-29,323323.4129
2016-02-29,258680.4842
2016-02-29,309358.0226
2016-02-29,260028.5508
2016-02-29,308517.3739
2016-02-29,289366.2897
2016-03-31,260442.726
2016-03-31,232828.7426
2016-03-31,212775
2016-03-31,157047.537
2016-03-31,337532.0635
2016-03-31,134697.0736
2016-03-31,140457.0846
2016-03-31,181649.446
2016-03-31,270047
2016-03-31,192438
2016-03-31,167120.094
2016-03-31,367837.6573
2016-03-31,125096
2016-03-31,342284.7506
2016-03-31,118488.71
2016-03-31,125662
2016-03-31,241287.8726
2016-03-31,166011
2016-03-31,359263.2199
2016-03-31,150492.6568
2016-03-31,55314
2016-03-31,229665.6004
2016-03-31,220453
2016-03-31,138446
2016-03-31,195088
2016-03-31,385846.6661
2016-03-31,261449.6034
2016-03-31,287843.764
2016-03-31,124046.8182
2016-03-31,163955.771
2016-03-31,151498
2016-03-31,275676.7758
2016-03-31,258118.1822
2016-03-31,326919.7591
2016-03-31,326420.5082
2016-03-31,261896.2747
2016-03-31,312120.3997
2016-03-31,262972.1933
2016-03-31,311347.3704
2016-03-31,291767.9539
2016-04-30,259902.1527
2016-04-30,232371.7881
2016-04-30,212577
2016-04-30,156609.522
2016-04-30,339049.8586
2016-04-30,134881.8274
2016-04-30,140948.0682
2016-04-30,182446.3865
2016-04-30,267871
2016-04-30,192333
2016-04-30,167334.2148
2016-04-30,368391.1322
2016-04-30,126122
2016-04-30,344162.8286
2016-04-30,117999.2197
2016-04-30,126622
2016-04-30,244006.063
2016-04-30,165767
2016-04-30,360279.9714
2016-04-30,150832.7188
2016-04-30,55432
2016-04-30,228419.8123
2016-04-30,219077
2016-04-30,139325
2016-04-30,196390
2016-04-30,386494.2688
